ENLIGHTEN Version,3.2.6
Measurement ID,,,20221201-170012-066276-WP-00643,,20221201-170013-169374-WP-00643,,20221201-170014-536455-WP-00643,,20221201-170015-145491-WP-00643,,20221201-170016-176445-WP-00643,,20221201-170016-889400-WP-00643,,20221201-170017-769474-WP-00643,,20221201-170018-601469-WP-00643,,20221201-170021-384965-WP-00643,,20221201-170022-697970-WP-00643,,20221201-170023-536677-WP-00643,,20221201-170024-432399-WP-00643,,20221201-170025-304790-WP-00643,,20221201-170026-160709-WP-00643,,20221201-170027-377372-WP-00643,,20221201-170028-314086-WP-00643,,20221201-170029-401396-WP-00643,,20221201-170030-370042-WP-00643,,20221201-170031-448383-WP-00643,,20221201-170032-809077-WP-00643,,20221201-170035-977370-WP-00643,,20221201-170037-257130-WP-00643,,20221201-170038-525674-WP-00643,,20221201-170039-249063-WP-00643,,20221201-170040-337384-WP-00643,,20221201-170041-129353-WP-00643,,20221201-170042-561557-WP-00643,,20221201-170043-536476-WP-00643,,20221201-170044-760819-WP-00643,,20221201-170058-561307-WP-00643,,20221201-170059-169613-WP-00643,,20221201-170109-016581-WP-00643,,20221201-170110-042170-WP-00643,,20221201-170111-121200-WP-00643,,20221201-170112-384714-WP-00643,,20221201-170113-472281-WP-00643,,20221201-170114-649252-WP-00643,,20221201-170115-837304-WP-00643,,20221201-170116-609208-WP-00643,,20221201-170117-929173-WP-00643,,20221201-170119-737682-WP-00643,,20221201-170121-904885-WP-00643,,20221201-170125-185210-WP-00643,,20221201-170126-339285-WP-00643,,20221201-170131-808050-WP-00643,,20221201-170133-120300-WP-00643,,20221201-170134-345209-WP-00643,,20221201-170135-641145-WP-00643,,20221201-170136-705119-WP-00643,,20221201-170138-136905-WP-00643,,20221201-170139-402116-WP-00643,,20221201-170148-505833-WP-00643,,20221201-170150-017289-WP-00643,,20221201-170158-553086-WP-00643,,20221201-170159-657594-WP-00643,,20221201-170201-321051-WP-00643,,20221201-170202-424289-WP-00643,,20221201-170204-008726-WP-00643,,20221201-170204-984684-WP-00643,,20221201-170206-233350-WP-00643,
Serial Number,,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,,WP-00643,
Model,,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,,WP-785-R-SR-LMMF,
Detector,,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,,S11511,
Label,,,17:00:12 WP-00643,,17:00:13 WP-00643,,17:00:14 WP-00643,,17:00:15 WP-00643,,17:00:16 WP-00643,,17:00:16 WP-00643,,17:00:17 WP-00643,,17:00:18 WP-00643,,17:00:21 WP-00643,,17:00:22 WP-00643,,17:00:23 WP-00643,,17:00:24 WP-00643,,17:00:25 WP-00643,,17:00:26 WP-00643,,17:00:27 WP-00643,,17:00:28 WP-00643,,17:00:29 WP-00643,,17:00:30 WP-00643,,17:00:31 WP-00643,,17:00:32 WP-00643,,17:00:35 WP-00643,,17:00:37 WP-00643,,17:00:38 WP-00643,,17:00:39 WP-00643,,17:00:40 WP-00643,,17:00:41 WP-00643,,17:00:42 WP-00643,,17:00:43 WP-00643,,17:00:44 WP-00643,,17:00:58 WP-00643,,17:00:59 WP-00643,,17:01:09 WP-00643,,17:01:10 WP-00643,,17:01:11 WP-00643,,17:01:12 WP-00643,,17:01:13 WP-00643,,17:01:14 WP-00643,,17:01:15 WP-00643,,17:01:16 WP-00643,,17:01:17 WP-00643,,17:01:19 WP-00643,,17:01:21 WP-00643,,17:01:25 WP-00643,,17:01:26 WP-00643,,17:01:31 WP-00643,,17:01:33 WP-00643,,17:01:34 WP-00643,,17:01:35 WP-00643,,17:01:36 WP-00643,,17:01:38 WP-00643,,17:01:39 WP-00643,,17:01:48 WP-00643,,17:01:50 WP-00643,,17:01:58 WP-00643,,17:01:59 WP-00643,,17:02:01 WP-00643,,17:02:02 WP-00643,,17:02:04 WP-00643,,17:02:04 WP-00643,,17:02:06 WP-00643,
Declared Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declared Score,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Scan Averaging,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
Boxcar,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
Technique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseline Correction Algo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
